基金代码,基金全称,基金简称,基金类型,发行日期,成立日期/规模,资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,业绩比较基准,跟踪标的
010304,华泰柏瑞量化创盈混合型证券投资基金,华泰柏瑞量化创盈混合C,混合型-偏股,2020年10月21日,2020年11月12日 / 6.019亿份,0.89亿元,0.7672亿份,华泰柏瑞基金,中国银行,笪篁,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,创业板指数收益率*85%+上证科创板50成份指数收益率*10%+银行活期存款利率(税后)*5%,该基金无跟踪标的
010349,诺安低碳经济股票型证券投资基金,诺安低碳经济股票C,股票型,2015年04月23日,2020年10月28日 / --,0.93亿元,0.3979亿份,诺安基金,工商银行,韩冬燕、李晓杰,每份累计0.62元,1.20%（每年）,0.20%（每年）,0.50%（每年）,---,0.00%,1.50%,中证内地低碳经济主题指数收益率*80%+中证全债指数收益率*20%,该基金无跟踪标的
010356,诺安创业板指数增强型证券投资基金(LOF),诺安创业板指数增强(LOF)C,指数型-股票,2012年02月27日,2020年10月28日 / --,1.62亿元,0.7349亿份,诺安基金,中国银行,梅律吾,每份累计0.00元,1.00%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,创业板指数收益率×95%+一年期银行储蓄存款利率(税后)×5%,创业板指数(价格)
010372,大成成长进取混合型证券投资基金,大成成长进取混合C,混合型-偏股,2020年11月11日,2020年11月30日 / 22.760亿份,12.17亿元,7.4817亿份,大成基金,农业银行,杜聪,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证500指数收益率×70%+恒生指数收益率×10%+中债综合全价指数收益率×20%,该基金无跟踪标的
010384,宝盈基础产业混合型证券投资基金,宝盈基础产业混合C,混合型-偏股,2021年01月22日,2021年02月02日 / 21.025亿份,0.48亿元,0.3165亿份,宝盈基金,中国银行,张天闻,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证基建工程指数收益率*35%+中证新型基础设施建设主题指数收益率*35%+中证港股通综合指数(人民币)收益率*10%+中证综合债券指数收益率*20%,该基金无跟踪标的
010392,易方达战略新兴产业股票型证券投资基金,易方达战略新兴产业股票C,股票型,2021年01月11日,2021年01月13日 / 99.016亿份,11.46亿元,7.0705亿份,易方达基金,中国银行,欧阳良琦,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中国战略新兴产业成份指数收益率*60%+中证港股通综合指数收益率*25%+中债总指数收益率*15%,该基金无跟踪标的
010416,华泰柏瑞质量精选混合型证券投资基金,华泰柏瑞质量精选混合C,混合型-偏股,2021年03月15日,2021年03月31日 / 4.395亿份,1.55亿元,1.4373亿份,华泰柏瑞基金,建设银行,陈文凯,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*70%+恒生指数收益率(使用估值汇率折算)*20%+上证国债指数收益率*10%,该基金无跟踪标的
010422,海富通消费优选混合型证券投资基金,海富通消费优选混合C,混合型-偏股,2021年03月08日,2021年04月14日 / 3.470亿份,14.89亿元,10.256亿份,海富通基金,招商银行,刘海啸,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证内地消费主题指数收益率*80%+中证全债指数收益率*20%,该基金无跟踪标的
010453,广发瑞福精选混合型证券投资基金,广发瑞福精选混合C,混合型-偏股,2020年11月02日,2020年11月10日 / 26.705亿份,3.04亿元,2.9061亿份,广发基金,建设银行,王丽媛,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率×60%+人民币计价的恒生指数收益率×15%+中债-新综合财富(总值)指数收益率×25%,该基金无跟踪标的
010491,鹏华高质量增长混合型证券投资基金,鹏华高质量增长混合C,混合型-偏股,2020年11月02日,2020年11月18日 / 31.969亿份,0.55亿元,0.4963亿份,鹏华基金,中国银行,胡颖,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+恒生指数收益率*20%(经汇率估值调整)+中证综合债指数收益率*20%,该基金无跟踪标的
010505,申万菱信创业板量化精选股票型证券投资基金,申万菱信创业板量化精选股票C,股票型,2020年06月02日,2020年10月29日 / --,1.21亿元,1.054亿份,申万菱信基金,农业银行,俞诚,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,90%×创业板综合指数收益率+10%×银行活期存款利率(税后),该基金无跟踪标的
010524,银华中证5G通信主题交易型开放式指数证券投资基金联接基金,银华中证5G通信主题ETF联接C,指数型-股票,2020年04月20日,2021年01月04日 / --,4.31亿元,2.7393亿份,银华基金,农业银行,马君,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.30%（每年）,---,0.00%,1.50%,中证5G通信主题指数收益率*95%+银行活期存款利率(税后)*5%,中证5G通信主题指数
010531,申万菱信中证申万电子行业投资指数型证券投资基金(LOF),申万中证申万电子行业投资指数(LOF)C,指数型-股票,2015年04月21日,2020年11月11日 / --,0.38亿元,0.2397亿份,申万菱信基金,广发银行,王赟杰,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.30%（每年）,---,0.00%,1.50%,中证申万电子行业投资指数收益率×95%+银行活期存款利率(税后)×5%,中证申万电子行业投资指数
010563,永赢成长领航混合型证券投资基金,永赢成长领航混合C,混合型-偏股,2020年11月23日,2020年12月01日 / 13.143亿份,4.16亿元,3.2812亿份,永赢基金,交通银行,欧子辰,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.20%（每年）,0.00%,0.00%,1.50%,中证500指数收益率×60%+恒生指数收益率(按估值汇率折算)*20%+中债-综合指数(全价)收益率*20%,该基金无跟踪标的
010647,融通价值趋势混合型证券投资基金,融通价值趋势混合C,混合型-偏股,2021年03月29日,2021年04月28日 / 2.468亿份,0.85亿元,0.6777亿份,融通基金,招商银行,李进,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*55%+中证香港100指数收益率*20%+中国战略新兴产业成份指数收益率*5%+中债综合全价(总值)指数收益率*20%,该基金无跟踪标的
010655,天弘医药创新混合型证券投资基金,天弘医药创新C,混合型-偏股,2020年11月18日,2020年12月02日 / 6.994亿份,9.99亿元,8.3343亿份,天弘基金,北京银行,刘盟盟,每份累计0.00元,1.00%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证医药卫生指数收益率*60%+恒生医疗保健指数收益率(使用估值汇率折算)*20%+中证综合债券指数收益率*20%,该基金无跟踪标的
010681,华夏新兴成长股票型证券投资基金,华夏新兴成长股票C,股票型,2021年01月13日,2021年01月15日 / 89.103亿份,4.25亿元,4.4314亿份,华夏基金,招商银行,张帆,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.70%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*65%+中证港股通综合指数收益率*25%+银行活期存款利率(税后)*10%,该基金无跟踪标的
010772,天弘国证消费100指数增强型发起式证券投资基金,天弘国证消费100指数增强发起C,指数型-股票,2020年12月07日,2020年12月30日 / 3.226亿份,0.85亿元,0.9028亿份,天弘基金,广发证券,刘笑明,每份累计0.00元,0.60%（每年）,0.10%（每年）,0.30%（每年）,0.00%,0.00%,1.50%,国证消费100指数收益率*95%+银行活期存款税后利率*5%,国证消费100指数
010786,博时创业板指数证券投资基金,博时创业板指数C,指数型-股票,2021年01月25日,2021年04月02日 / 2.080亿份,0.62亿元,0.5629亿份,博时基金,招商银行,李庆阳,每份累计0.00元,0.50%（每年）,0.15%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,创业板指数收益率*95%+银行活期存款利率(税后)*5%,创业板指数(收益)
010791,海富通均衡甄选混合型证券投资基金,海富通均衡甄选混合C,混合型-偏股,2021年01月11日,2021年01月26日 / 39.792亿份,6.67亿元,5.5743亿份,海富通基金,工商银行,周雪军、吴昊,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*75%+恒生指数收益率(按估值汇率折算)*5%+中证综合债券指数收益率*20%,该基金无跟踪标的
010812,中银战略新兴产业股票型证券投资基金,中银战略新兴产业股票C,股票型,2015年11月09日,2020年12月11日 / --,1.96亿元,0.5407亿份,中银基金,兴业银行,李思佳,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证800指数收益率*80%+中债综合指数收率*20%,该基金无跟踪标的
010827,大成产业趋势混合型证券投资基金,大成产业趋势混合C,混合型-偏股,2021年01月25日,2021年02月09日 / 15.411亿份,15.71亿元,7.5432亿份,大成基金,中国银行,韩创,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合全价指数收益率*20%,该基金无跟踪标的
010842,华宝科技先锋混合型证券投资基金,华宝科技先锋混合C,混合型-偏股,2018年12月28日,2020年12月01日 / --,0.69亿元,0.4288亿份,华宝基金,中国银行,王正,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证TMT产业主题指数收益率×70%+人民币银行活期存款利率(税后)×30%,该基金无跟踪标的
010853,中欧内需成长混合型证券投资基金,中欧内需成长混合C,混合型-偏股,2021年05月14日,2021年08月03日 / 9.150亿份,0.92亿元,0.9818亿份,中欧基金,招商银行,钟鸣,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*70%+中证港股通综合指数收益率*10%+银行活期存款利率(税后)*20%,该基金无跟踪标的
010865,泓德卓远混合型证券投资基金,泓德卓远混合C,混合型-偏股,2020年12月18日,2020年12月22日 / 49.599亿份,8.12亿元,10.545亿份,泓德基金,招商银行,于浩成,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证800指数收益率×70%+中证港股通综合指数收益率×10%+中国债券综合全价指数收益率×20%,该基金无跟踪标的
010956,天弘中证智能汽车主题指数型发起式证券投资基金,天弘中证智能汽车指数发起式C,指数型-股票,2021年01月04日,2021年01月19日 / 7.557亿份,4.64亿元,3.8202亿份,天弘基金,国泰海通,祁世超,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.20%（每年）,0.00%,0.00%,1.50%,中证智能汽车主题指数收益率*95%+银行活期存款利率(税后)*5%,中证智能汽车主题指数
010962,中银鑫新消费成长混合型证券投资基金,中银鑫新消费成长混合C,混合型-偏股,2021年08月16日,2021年09月06日 / 5.851亿份,0.92亿元,0.7561亿份,中银基金,兴业银行,黄珺,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*70%+恒生指数收益率*10%+中债综合全价(总值)指数收益率*20%,该基金无跟踪标的
010993,西藏东财中证500交易型开放式指数证券投资基金发起式联接基金,东财中证500C,指数型-股票,2021年01月04日,2021年01月20日 / 4.052亿份,0.56亿元,0.427亿份,东财基金,中金公司,姚楠燕,每份累计0.00元,0.50%（每年）,0.05%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*95%+银行活期存款利率(税后)*5%,中证500指数
011036,嘉实中证稀土产业交易型开放式指数证券投资基金发起式联接基金,嘉实中证稀土产业ETF联接C,指数型-股票,2021年07月19日,2021年08月03日 / 1.940亿份,40.51亿元,33.4789亿份,嘉实基金,建设银行,田光远,每份累计0.00元,0.50%（每年）,0.10%（每年）,0.10%（每年）,0.00%,0.00%,1.50%,中证稀土产业指数收益率*95%+银行活期存款利率(税后)*5%,中证稀土产业指数
011043,国泰价值先锋股票型证券投资基金,国泰价值先锋股票C,股票型,2021年03月01日,2021年03月09日 / 20.234亿份,0.44亿元,0.3679亿份,国泰基金,中国银行,王阳、邱晓旭,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率×85%+中证港股通综合指数(人民币)收益率×5%+中证综合债指数收益率×10%,该基金无跟踪标的
011068,华宝资源优选混合型证券投资基金,华宝资源优选混合C,混合型-偏股,2012年07月16日,2020年12月23日 / --,6.75亿元,1.4669亿份,华宝基金,中国银行,丁靖斐、杨奇,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,80%×中证内地资源主题指数收益率+20%×上证国债指数收益率,该基金无跟踪标的
011117,富国沪港深业绩驱动混合型证券投资基金,富国沪港深业绩驱动混合型C,混合型-偏股,2018年07月04日,2020年12月29日 / --,33.90亿元,13.6181亿份,富国基金,招商银行,宁君,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证港股通综合指数收益率*75%+同期银行活期存款利率(税后)*25%,该基金无跟踪标的
011120,富国创新科技混合型证券投资基金,富国创新科技混合C,混合型-偏股,2016年05月19日,2020年12月28日 / --,15.10亿元,5.9927亿份,富国基金,工商银行,罗擎,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证TMT产业主题指数*60%+中证全债指数收益率*40%,该基金无跟踪标的
011123,汇添富ESG可持续成长股票型证券投资基金,汇添富ESG可持续成长股票C,股票型,2021年05月19日,2021年06月10日 / 20.543亿份,3.56亿元,3.8848亿份,汇添富基金,工商银行,沈若雨,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,MSCI中国A股指数收益率*60%+恒生指数收益率(经汇率调整)*20%+中债综合指数收益率*20%,该基金无跟踪标的
011126,富国互联科技股票型证券投资基金,富国互联科技股票C,股票型,2018年12月26日,2020年12月30日 / --,3.56亿元,0.9278亿份,富国基金,农业银行,许炎,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证互联网指数收益率*80%+中证全债指数收益率*20%,该基金无跟踪标的
011137,广发盛兴混合型证券投资基金,广发盛兴混合C,混合型-偏股,2021年01月26日,2021年02月02日 / 70.676亿份,1.67亿元,1.4258亿份,广发基金,工商银行,费逸,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+人民币计价的恒生指数收益率*20%+中证全债指数收益率*20%,该基金无跟踪标的
